id_student,code_module,code_presentation,mean_score,first_half,second_half,recovery,full_slope,score_std,mean_clicks,mean_help,n_weeks,dominant_archetype,archetype_final
27116,CCC,2014J,45.40256410256411,42.56315789473685,48.099999999999994,5.536842105263148,0.341356275303644,10.999918115767187,47.35897435897436,11.76923076923077,39,Steady Engager,Steady Engager
27189,FFF,2014B,43.72727272727273,42.209090909090904,45.24545454545454,3.036363636363639,0.49971767363071645,9.8895804588917,119.9090909090909,15.363636363636363,22,Steady Engager,Steady Engager
27417,DDD,2013J,38.122222222222234,35.92222222222222,40.32222222222222,4.400000000000006,0.6559339525283795,10.84146133833522,22.77777777777778,8.166666666666666,18,Steady Engager,Coasting
27417,DDD,2014J,34.41818181818182,19.02,47.25,28.23,4.53,16.74845003313431,9.090909090909092,2.909090909090909,11,Ghost,Ghost
27683,FFF,2014B,39.812000000000005,35.96666666666667,43.36153846153847,7.394871794871804,0.613384615384615,12.32263997688807,85.16,3.08,25,Steady Engager,Steady Engager
27759,BBB,2013J,38.089285714285715,38.06428571428571,38.11428571428571,0.04999999999999716,0.05727969348659091,8.623901142659705,13.071428571428571,2.3214285714285716,28,Ghost,Ghost
27780,EEE,2014B,38.83913043478261,27.654545454545453,49.09166666666666,21.43712121212121,1.8212450592885376,15.12385789091943,24.043478260869566,0.7391304347826086,23,Steady Engager,Late Recoverer
27891,BBB,2013B,37.246153846153845,30.733333333333334,42.82857142857143,12.095238095238095,1.855494505494506,11.831744483160245,23.153846153846153,13.307692307692308,13,Steady Engager,Late Recoverer
27891,BBB,2014B,33.833333333333336,13.3,44.1,30.8,14.950000000000005,14.53784333692205,15.666666666666666,10.666666666666666,3,Struggling,Ghost
27935,DDD,2013J,35.404761904761905,33.160000000000004,37.445454545454545,4.285454545454542,0.8494805194805198,12.539137822205443,38.714285714285715,6.857142857142857,21,Steady Engager,Steady Engager
28046,DDD,2013J,35.49285714285715,32.521428571428565,38.464285714285715,5.94285714285715,0.4602079912424743,11.624325743009434,23.607142857142858,3.2857142857142856,28,Steady Engager,Coasting
28061,AAA,2014J,43.28571428571429,43.51428571428571,43.05714285714285,-0.4571428571428626,0.06111336196418472,11.441103248263035,37.857142857142854,7.619047619047619,42,Steady Engager,Steady Engager
28400,AAA,2013J,47.26764705882353,45.77058823529412,48.76470588235294,2.9941176470588218,0.29520244461420964,10.984232565450492,42.205882352941174,12.264705882352942,34,Steady Engager,Steady Engager
28418,CCC,2014B,29.13333333333333,29.542857142857144,28.775,-0.7678571428571459,-0.027142857142856778,12.332648629642465,21.866666666666667,0.06666666666666667,15,Ghost,Struggling
28787,CCC,2014J,30.556250000000002,28.83125,32.28125,3.4499999999999993,0.33826979472140717,9.034653337981485,20.15625,3.84375,32,Steady Engager,Struggling
28808,FFF,2014B,28.080000000000002,16.6,39.56,22.96,3.781818181818182,14.466499230981903,23.2,4.1,10,Ghost,Late Recoverer
28897,FFF,2014B,44.67428571428571,42.400000000000006,46.82222222222222,4.422222222222217,0.4983473389355741,13.669159089134988,96.2,5.942857142857143,35,Steady Engager,Steady Engager
28952,CCC,2014J,34.5,29.866666666666664,37.975,8.108333333333338,2.492857142857143,11.08164505580544,15.0,0.8571428571428571,7,Ghost,Ghost
29144,BBB,2013B,46.0875,48.96875,43.20625,-5.762500000000003,-0.2407991202346038,11.79326476214284,59.8125,13.625,32,Steady Engager,Steady Engager
29335,FFF,2013J,51.46428571428572,47.82380952380953,55.104761904761894,7.280952380952364,0.437444291386436,12.208327006568906,210.47619047619048,41.61904761904762,42,Anxious,Anxious
29411,CCC,2014J,30.866666666666667,19.6,39.88000000000001,20.28000000000001,3.3400000000000003,13.708229482889303,36.55555555555556,0.4444444444444444,9,Ghost,Late Recoverer
29411,DDD,2013J,38.06666666666667,35.1,41.03333333333333,5.93333333333333,0.488008898776417,10.894320640692664,28.033333333333335,5.666666666666667,30,Steady Engager,Coasting
29420,CCC,2014J,34.40384615384615,30.04615384615385,38.76153846153846,8.715384615384608,0.7864957264957266,10.953274212596495,31.384615384615383,4.769230769230769,26,Steady Engager,Coasting
29639,CCC,2014J,51.53809523809524,47.98095238095238,55.09523809523811,7.114285714285728,0.34241957701969084,12.29707577281519,166.33333333333334,55.73809523809524,42,Anxious,Anxious
29639,EEE,2014B,51.61621621621622,45.87222222222222,57.057894736842115,11.185672514619895,0.6007586533902327,12.334428053732772,95.05405405405405,32.486486486486484,37,Anxious,Anxious
29764,CCC,2014B,43.97878787878788,41.4375,46.370588235294115,4.9330882352941146,0.44872994652406417,12.2103224481722,86.87878787878788,0.6363636363636364,33,Steady Engager,Steady Engager
29769,FFF,2013J,41.20416666666667,40.38333333333333,42.025000000000006,1.6416666666666728,0.3581304347826083,11.242311415906528,67.0,5.916666666666667,24,Steady Engager,Steady Engager
29820,CCC,2014B,42.776923076923076,40.13846153846154,45.415384615384625,5.276923076923083,0.5136410256410262,11.889274665470804,39.5,6.653846153846154,26,Steady Engager,Steady Engager
29820,EEE,2014B,46.484375,39.806250000000006,53.162499999999994,13.356249999999989,0.8516678885630496,12.22213947553271,46.09375,9.34375,32,Steady Engager,Steady Engager
29985,GGG,2014B,40.24444444444445,31.27692307692308,48.57142857142857,17.29450549450549,1.167216117216118,14.077755853705632,28.14814814814815,3.5555555555555554,27,Recovering,Late Recoverer
30091,BBB,2013J,40.83666666666667,43.22,38.45333333333334,-4.766666666666659,0.05541713014460407,10.34222681802887,44.4,28.433333333333334,30,Steady Engager,Anxious
30096,CCC,2014J,38.0,35.40909090909091,40.590909090909086,5.18181818181818,0.6435911914172783,13.155641720984539,32.45454545454545,0.045454545454545456,22,Steady Engager,Coasting
30268,AAA,2013J,24.525000000000002,24.200000000000003,24.85,0.6499999999999986,1.55,4.33265219005634,70.25,31.5,4,Steady Engager,Struggling
30531,FFF,2014B,37.17058823529412,30.025,43.522222222222226,13.497222222222227,1.4747549019607846,14.716088223273049,91.05882352941177,21.058823529411764,17,Steady Engager,Late Recoverer
30549,DDD,2013J,27.069230769230767,26.400000000000002,27.642857142857142,1.2428571428571402,0.5763736263736273,12.088225969950747,10.538461538461538,0.6923076923076923,13,Ghost,Ghost
30850,CCC,2014J,43.16842105263159,41.16842105263157,45.16842105263157,4.0,0.369580916949338,10.79415302894064,59.421052631578945,8.210526315789474,38,Steady Engager,Steady Engager
31014,BBB,2013J,38.51764705882353,36.8,40.04444444444445,3.2444444444444542,0.5230392156862752,13.144591162018278,31.235294117647058,20.235294117647058,17,Ghost,Anxious
31107,GGG,2014B,52.840540540540545,44.78333333333333,60.473684210526315,15.690350877192984,0.8366524419156004,14.857802745040017,104.67567567567568,53.351351351351354,37,Anxious,Anxious
31161,CCC,2014J,45.489999999999995,43.575,47.40500000000001,3.8300000000000054,0.25240150093808733,12.443126616731021,73.3,4.625,40,Steady Engager,Steady Engager
31173,DDD,2013J,38.04482758620689,36.728571428571435,39.273333333333326,2.5447619047618915,0.25960591133004995,10.976733582568508,29.586206896551722,5.793103448275862,29,Steady Engager,Coasting
31205,GGG,2014J,32.93125,23.2875,42.575,19.2875,1.900735294117648,14.345849519547457,23.8125,7.9375,16,Steady Engager,Late Recoverer
31269,DDD,2013J,23.816666666666663,24.799999999999997,22.833333333333332,-1.966666666666665,-0.3514285714285707,6.376105568622763,50.0,18.5,6,Steady Engager,Struggling
31269,DDD,2014B,34.57692307692308,24.75,43.0,18.25,2.8181318681318692,15.936371261804956,43.0,12.461538461538462,13,Recovering,Late Recoverer
31296,FFF,2014J,37.408,34.4,40.184615384615384,5.784615384615385,0.5029230769230764,11.601307512517717,51.2,0.44,25,Ghost,Steady Engager
31600,AAA,2014J,37.75454545454546,31.68,42.81666666666667,11.13666666666667,2.491818181818182,12.399073545768992,39.0,20.545454545454547,11,Steady Engager,Late Recoverer
31604,AAA,2013J,50.21052631578947,49.06842105263158,51.35263157894737,2.284210526315789,0.2298282087755771,12.451670559527011,56.78947368421053,16.68421052631579,38,Steady Engager,Steady Engager
31663,BBB,2013B,54.28918918918919,52.14444444444445,56.321052631578944,4.176608187134491,0.30957799905168354,10.550772580493268,159.6216216216216,107.35135135135135,37,Anxious,Anxious
31849,BBB,2013J,41.248571428571424,42.33529411764706,40.22222222222222,-2.113071895424838,-0.07089635854341729,9.149094301110479,33.68571428571428,18.6,35,Steady Engager,Anxious
32221,FFF,2013J,42.94444444444444,41.34444444444445,44.544444444444444,3.1999999999999957,0.7312693498452015,11.806741116941167,62.94444444444444,7.0,18,Steady Engager,Steady Engager
32239,GGG,2013J,38.754838709677415,30.866666666666667,46.15,15.283333333333331,0.9981854838709677,12.381563784440921,20.0,4.516129032258065,31,Recovering,Late Recoverer
32327,BBB,2014J,45.38461538461539,38.85,50.98571428571428,12.135714285714279,1.6829670329670348,9.777670491312662,53.76923076923077,27.615384615384617,13,Recovering,Late Recoverer
32885,AAA,2013J,43.158064516129045,43.833333333333336,42.525,-1.3083333333333371,0.06024193548387026,9.555399560982849,33.354838709677416,6.258064516129032,31,Ghost,Coasting
32930,BBB,2014J,43.041666666666664,42.81666666666666,43.26666666666667,0.45000000000000995,-0.040909090909089056,9.157552286986348,36.5,0.0,12,Steady Engager,Coasting
33387,DDD,2013J,32.315384615384616,24.150000000000002,39.31428571428571,15.164285714285707,2.1516483516483524,14.141583316525233,19.076923076923077,1.7692307692307692,13,Ghost,Struggling
33600,FFF,2013J,25.142857142857142,15.266666666666666,32.55,17.28333333333333,7.903571428571429,19.690306327360837,68.71428571428571,6.285714285714286,7,Ghost,Struggling
33666,BBB,2013B,42.02,48.01,36.03,-11.979999999999997,-0.7974436090225584,11.480705553231473,60.4,49.2,20,Anxious,Burnt-out Achiever
33681,DDD,2013J,39.84166666666666,34.61666666666667,45.06666666666666,10.449999999999996,1.3716783216783222,10.66211817083683,36.166666666666664,2.8333333333333335,12,Steady Engager,Late Recoverer
33681,DDD,2014J,5.55,6.5,4.6,-1.9000000000000004,-1.900000000000001,0.9500000000000002,15.0,0.0,2,Steady Engager,Ghost
33796,DDD,2014J,37.916666666666664,38.475,37.358333333333334,-1.1166666666666671,0.03260869565217384,9.289809231386592,14.625,2.9166666666666665,24,Ghost,Ghost
33897,DDD,2013J,38.9,50.1,33.3,-16.800000000000004,-10.900000000000006,8.90991956566762,107.33333333333333,11.0,3,Anxious,Burnt-out Achiever
33915,FFF,2013B,49.07058823529412,46.07058823529411,52.07058823529411,6.0,0.4836363636363639,13.471419188344518,121.20588235294117,15.294117647058824,34,Steady Engager,Steady Engager
33930,DDD,2013J,34.310344827586206,31.392857142857146,37.03333333333333,5.6404761904761855,0.4192118226600993,10.465191723620185,18.75862068965517,5.137931034482759,29,Steady Engager,Coasting
34068,CCC,2014J,36.85625,29.35,44.3625,15.012499999999996,1.8963235294117646,15.689246665710245,38.3125,2.75,16,Steady Engager,Late Recoverer
34087,DDD,2013J,35.699999999999996,34.725,36.56666666666667,1.8416666666666686,0.2406862745098055,11.454513623587044,17.294117647058822,3.823529411764706,17,Steady Engager,Coasting
34087,DDD,2014J,34.21666666666666,24.95,43.48333333333333,18.533333333333328,2.7972027972027966,12.552080394190527,10.916666666666666,3.6666666666666665,12,Ghost,Ghost
34229,BBB,2013B,37.01111111111111,37.56153846153846,36.50000000000001,-1.0615384615384542,0.2234432234432237,12.704951887714325,26.14814814814815,10.148148148148149,27,Steady Engager,Coasting
34293,FFF,2014B,39.36923076923077,28.833333333333332,48.40000000000001,19.56666666666668,2.620329670329672,12.919060731241835,70.84615384615384,14.461538461538462,13,Steady Engager,Late Recoverer
34353,BBB,2013B,41.84444444444445,43.17777777777778,40.51111111111111,-2.6666666666666643,-0.15356037151702695,9.580200776266656,21.72222222222222,11.666666666666666,18,Steady Engager,Coasting
34431,BBB,2013B,25.585714285714285,22.099999999999998,28.2,6.100000000000001,0.667857142857143,7.804655857962251,27.428571428571427,14.857142857142858,7,Struggling,Struggling
34653,DDD,2013J,26.03125,21.1875,30.875,9.6875,1.2001470588235295,10.752308981679239,13.3125,2.25,16,Ghost,Ghost
34662,BBB,2014J,33.42307692307692,24.0,41.49999999999999,17.499999999999993,2.930219780219781,16.140305680364957,16.76923076923077,1.2307692307692308,13,Ghost,Late Recoverer
34731,FFF,2013J,36.91538461538461,27.700000000000003,44.81428571428571,17.114285714285707,2.0725274725274727,16.4501038647105,52.38461538461539,6.230769230769231,13,Ghost,Late Recoverer
34756,BBB,2013B,39.5,33.95,45.05,11.099999999999994,3.240476190476189,13.084723917607127,16.125,7.375,8,Steady Engager,Late Recoverer
34863,BBB,2013B,39.6,40.385714285714286,38.81428571428571,-1.5714285714285765,-0.39692307692307827,8.773254812211942,14.142857142857142,2.642857142857143,14,Steady Engager,Ghost
35001,GGG,2013J,28.966666666666665,21.025,35.32,14.295000000000002,3.395,11.574205036296108,8.555555555555555,0.3333333333333333,9,Steady Engager,Ghost
35340,EEE,2014B,43.432352941176475,37.811764705882354,49.05294117647059,11.241176470588236,0.7126814362108479,12.742834678364872,53.294117647058826,6.205882352941177,34,Steady Engager,Late Recoverer
35355,CCC,2014J,41.465,40.96,41.97,1.009999999999998,0.5367669172932326,13.989291440240995,55.8,7.9,20,Recovering,Steady Engager
35355,EEE,2013J,50.53235294117647,48.211764705882345,52.85294117647059,4.641176470588242,0.3859893048128344,11.089096939528305,65.94117647058823,12.176470588235293,34,Steady Engager,Steady Engager
35502,DDD,2014B,31.642857142857142,25.400000000000002,36.325,10.925,4.103571428571427,10.200540201781633,77.85714285714286,3.7142857142857144,7,Steady Engager,Struggling
35508,CCC,2014J,35.09333333333334,34.75333333333333,35.43333333333333,0.6799999999999997,0.08449388209121195,9.279006172837454,38.06666666666667,9.266666666666667,30,Steady Engager,Steady Engager
35508,EEE,2014B,46.44117647058823,42.35294117647059,50.529411764705884,8.176470588235297,0.5276699770817425,10.748929294067299,66.76470588235294,16.11764705882353,34,Recovering,Steady Engager
35544,FFF,2013B,47.89090909090908,44.912499999999994,50.69411764705882,5.781617647058823,0.5720254010695188,14.087698558980641,63.84848484848485,6.2727272727272725,33,Steady Engager,Steady Engager
35747,FFF,2014J,32.375,20.05,44.7,24.650000000000002,4.478571428571426,13.703443910200093,81.625,26.375,8,Ghost,Late Recoverer
35796,FFF,2014J,30.920000000000005,21.1,40.739999999999995,19.639999999999993,3.18909090909091,14.560824152499059,60.2,11.3,10,Steady Engager,Late Recoverer
35812,BBB,2013B,38.3,44.7,31.9,-12.800000000000004,-12.80000000000001,6.400000000000002,9.5,3.5,2,Steady Engager,Ghost
35860,FFF,2013B,43.737037037037034,38.676923076923075,48.43571428571429,9.758791208791216,0.8617216117216125,14.528647260528095,82.03703703703704,4.888888888888889,27,Steady Engager,Steady Engager
36347,FFF,2014B,38.07666666666667,38.153333333333336,38.0,-0.15333333333333599,0.2912347052280309,12.707994421710383,72.03333333333333,0.9666666666666667,30,Steady Engager,Steady Engager
36385,FFF,2013B,41.5,34.24285714285715,48.75714285714286,14.514285714285712,2.4672527472527466,16.718851635205095,96.78571428571429,49.642857142857146,14,Steady Engager,Late Recoverer
37298,FFF,2013B,44.290625,40.7375,47.84375,7.106250000000003,0.5055168621700881,12.420883608237178,65.53125,5.34375,32,Steady Engager,Steady Engager
37622,BBB,2013J,37.733333333333334,39.94,35.727272727272734,-4.212727272727264,-0.40675324675324664,9.721372298450428,22.38095238095238,8.761904761904763,21,Steady Engager,Coasting
37652,CCC,2014J,30.009677419354837,30.240000000000002,29.793750000000003,-0.44624999999999915,0.03947580645161238,8.218953502127583,28.548387096774192,0.6774193548387096,31,Steady Engager,Struggling
38053,AAA,2013J,48.380487804878044,48.3,48.457142857142856,0.15714285714285836,0.1041289198606274,12.295155094037515,59.63414634146341,21.341463414634145,41,Steady Engager,Anxious
38234,BBB,2013J,33.85,26.133333333333336,41.56666666666666,15.433333333333326,4.894285714285712,10.995718863873035,15.666666666666666,3.1666666666666665,6,Steady Engager,Ghost
38711,BBB,2014J,39.39090909090908,33.260000000000005,44.5,11.239999999999995,2.0900000000000003,10.726979965188418,15.363636363636363,0.36363636363636365,11,Steady Engager,Ghost
39208,BBB,2014J,49.42,47.68,51.160000000000004,3.480000000000004,0.1605628517823644,11.368161680764397,51.675,11.75,40,Anxious,Steady Engager
39411,DDD,2013J,25.9875,14.6,37.375,22.775,5.232142857142854,14.62125486235706,20.5,5.625,8,Steady Engager,Struggling
39427,DDD,2013J,33.06666666666667,27.900000000000002,38.23333333333333,10.333333333333325,4.537142857142856,13.34699300300342,15.5,1.0,6,Steady Engager,Ghost
39655,BBB,2013B,39.97391304347826,37.74545454545454,42.016666666666666,4.271212121212123,0.5744071146245056,10.878987220737061,18.782608695652176,6.608695652173913,23,Steady Engager,Coasting
39660,DDD,2014B,39.10476190476191,32.83,44.809090909090905,11.979090909090907,1.2067532467532471,13.97938877982855,30.0,6.142857142857143,21,Steady Engager,Late Recoverer
39882,FFF,2014B,40.03500000000001,38.32,41.75,3.4299999999999997,0.6990225563909771,12.465603675715027,88.05,2.85,20,Steady Engager,Steady Engager
40184,DDD,2013J,41.523684210526326,38.431578947368415,44.61578947368421,6.184210526315795,0.36906663748769,11.43350188585987,49.36842105263158,13.5,38,Steady Engager,Steady Engager
40333,CCC,2014B,19.533333333333335,10.833333333333334,28.233333333333334,17.4,5.097142857142856,9.165818142545826,29.0,1.6666666666666667,6,Steady Engager,Struggling
40419,DDD,2013B,25.566666666666666,18.599999999999998,32.53333333333333,13.933333333333334,2.1657142857142846,12.017163651304006,24.0,10.333333333333334,6,Ghost,Struggling
40419,DDD,2013J,37.88421052631579,35.86666666666667,39.699999999999996,3.8333333333333286,0.6445614035087713,12.371285222681669,29.473684210526315,9.68421052631579,19,Recovering,Coasting
40508,EEE,2013J,16.8,10.8,19.8,9.0,4.649999999999999,4.249705872175156,30.333333333333332,10.0,3,Steady Engager,Struggling
40563,DDD,2013J,36.27096774193548,34.39333333333333,38.03125,3.637916666666669,0.3486290322580637,9.594628656882744,18.838709677419356,5.387096774193548,31,Steady Engager,Coasting
40604,CCC,2014B,35.072,36.125,34.099999999999994,-2.0250000000000057,0.11138461538461579,10.824694730106712,18.6,0.56,25,Ghost,Coasting
40857,FFF,2014J,27.089999999999996,13.14,41.04,27.9,3.713333333333334,17.526748129644588,30.4,3.8,10,Ghost,Late Recoverer
40878,FFF,2014J,43.22352941176471,39.71176470588235,46.73529411764706,7.023529411764706,0.5661420932009171,13.02560958996973,72.20588235294117,8.705882352941176,34,Steady Engager,Steady Engager
41060,DDD,2013B,40.34375,34.9375,45.75,10.8125,1.8169117647058821,14.436627408695564,25.6875,2.0625,16,Steady Engager,Late Recoverer
41414,GGG,2014B,38.54482758620689,31.3,45.30666666666666,14.006666666666657,0.8898522167487688,14.334250908512956,33.275862068965516,3.8275862068965516,29,Steady Engager,Late Recoverer
41489,FFF,2014B,15.52,14.85,15.966666666666667,1.1166666666666671,2.979999999999999,9.088982341274518,10.6,1.6,5,Ghost,Ghost
41547,BBB,2014J,45.53,41.97333333333334,49.08666666666667,7.11333333333333,0.40140155728587285,9.287093194320816,33.56666666666667,4.133333333333334,30,Steady Engager,Coasting
42552,FFF,2014J,45.27368421052632,42.69473684210526,47.85263157894737,5.15789473684211,0.29033811139074284,13.761496327196214,133.6578947368421,15.31578947368421,38,Steady Engager,Steady Engager
42616,FFF,2013J,45.65714285714285,43.04705882352941,48.12222222222223,5.0751633986928155,0.47246498599439746,12.32793078951291,116.94285714285714,41.2,35,Anxious,Anxious
42638,CCC,2014B,50.93684210526317,45.93157894736842,55.9421052631579,10.010526315789477,0.5924280555859504,13.53878290908307,148.92105263157896,40.1578947368421,38,Anxious,Anxious
42638,EEE,2013J,56.646341463414636,53.07000000000001,60.05238095238095,6.982380952380943,0.5058710801393729,13.76262343044671,150.8780487804878,44.73170731707317,41,Anxious,Anxious
42668,FFF,2013B,44.24857142857143,40.71764705882353,47.583333333333336,6.865686274509805,0.576666666666667,15.536838645684675,81.11428571428571,8.457142857142857,35,Recovering,Steady Engager
42746,CCC,2014J,44.025,40.305,47.745,7.439999999999998,0.4389493433395882,13.688549046557126,60.075,17.975,40,Anxious,Anxious
42746,FFF,2014B,50.78947368421051,48.421052631578945,53.1578947368421,4.7368421052631575,0.3107123317649629,11.967143384100622,217.6315789473684,44.421052631578945,38,Anxious,Anxious
42818,DDD,2013J,26.344444444444445,19.925,31.48,11.555,2.861666666666667,12.103545037266388,22.22222222222222,8.222222222222221,9,Recovering,Struggling
43273,FFF,2013B,44.48846153846154,41.56153846153846,47.415384615384625,5.853846153846163,0.41288888888888886,12.582506993779925,71.61538461538461,2.4615384615384617,26,Ghost,Steady Engager
43284,DDD,2013B,38.7225806451613,39.526666666666664,37.96875,-1.5579166666666637,0.050725806451612274,12.350335235816262,27.322580645161292,4.838709677419355,31,Steady Engager,Coasting
43430,FFF,2013B,51.94722222222222,46.583333333333336,57.3111111111111,10.727777777777767,0.5954054054054063,13.735992584591425,158.13888888888889,26.88888888888889,36,Anxious,Anxious
43564,EEE,2013J,49.25555555555555,46.12777777777777,52.38333333333334,6.255555555555567,0.509935649935651,11.742100049831246,64.83333333333333,10.833333333333334,36,Steady Engager,Steady Engager
43958,FFF,2013J,43.35,37.875,48.825,10.950000000000003,1.3591176470588235,14.954681541243197,138.75,32.4375,16,Anxious,Late Recoverer
43958,FFF,2014J,41.900000000000006,28.9625,53.4,24.4375,2.47279411764706,18.992475290152647,64.58823529411765,12.235294117647058,17,Steady Engager,Late Recoverer
45423,FFF,2014J,45.39999999999999,43.76153846153847,46.92142857142857,3.1598901098900996,0.29139194139194136,11.74623659195038,162.33333333333334,15.962962962962964,27,Recovering,Steady Engager
45462,AAA,2013J,46.61176470588236,44.976470588235294,48.24705882352941,3.270588235294113,0.177540106951872,12.364221740115887,43.88235294117647,3.676470588235294,34,Steady Engager,Steady Engager
45642,AAA,2013J,47.11891891891892,46.05555555555556,48.126315789473686,2.0707602339181292,0.23565670934092006,11.881323928364344,38.5945945945946,11.594594594594595,37,Recovering,Steady Engager
45664,CCC,2014B,34.46666666666667,32.01428571428572,36.6125,4.598214285714278,1.312142857142857,14.622706847760968,26.466666666666665,0.13333333333333333,15,Ghost,Coasting
45664,DDD,2013B,34.84285714285714,31.428571428571423,38.25714285714285,6.828571428571429,0.6380952380952379,12.877955377072773,37.42857142857143,4.821428571428571,28,Steady Engager,Steady Engager
46016,DDD,2014J,33.3125,24.725,41.9,17.174999999999997,1.689705882352941,14.731466109997333,24.3125,5.625,16,Recovering,Late Recoverer
46048,EEE,2014J,44.3,44.3,44.3,0.0,0.0,0.0,12.0,0.0,1,Steady Engager,Ghost
46148,FFF,2014B,48.681250000000006,47.59375,49.76875,2.174999999999997,0.20989736070381274,10.802327223219079,116.375,3.53125,32,Steady Engager,Steady Engager
46605,CCC,2014B,48.42631578947368,47.22105263157895,49.631578947368425,2.4105263157894754,0.2635299266878213,11.5894844399778,90.1842105263158,35.026315789473685,38,Anxious,Anxious
46705,CCC,2014J,37.44074074074074,37.36153846153846,37.51428571428571,0.15274725274725398,0.2798534798534798,11.699011014208098,42.55555555555556,2.7777777777777777,27,Recovering,Steady Engager
46753,DDD,2014B,38.26333333333333,34.24666666666667,42.28,8.033333333333331,0.5771078976640706,11.90902972071566,59.3,8.333333333333334,30,Steady Engager,Steady Engager
46812,DDD,2014J,33.78333333333333,35.300000000000004,32.266666666666666,-3.0333333333333385,1.0657142857142858,12.50605408947558,23.5,7.0,6,Recovering,Struggling
46844,AAA,2014J,36.6,34.7,38.37333333333333,3.673333333333325,0.5104433497536954,12.524376231972592,11.724137931034482,3.3448275862068964,29,Ghost,Ghost
