id_student,rank,module,hybrid_score,content_score,markov_score,cf_score,method_used,explanation
236620,3,GGG,0.0079,1.0,0.0079,0.0,Content+Markov,GGG: matches your academic profile.
242778,1,FFF,1.0,0.8781,1.0,0.0,Content+Markov,FFF: matches your academic profile; commonly chosen next by students with similar outcomes.
242778,2,DDD,0.8387,0.0,0.8387,1.0,Markov+CF,DDD: commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
242778,3,GGG,0.0323,1.0,0.0323,0.0,Content+Markov,GGG: matches your academic profile.
242858,1,DDD,1.0,0.8805,1.0,0.102,Content+Markov+CF,DDD: matches your academic profile; commonly chosen next by students with similar outcomes.
242858,2,FFF,0.9556,0.9164,0.9556,0.1831,Content+Markov+CF,FFF: matches your academic profile; commonly chosen next by students with similar outcomes.
242858,3,CCC,0.0222,0.8789,0.0222,1.0,Content+Markov+CF,CCC: matches your academic profile; popular among students with similar study patterns.
244738,1,EEE,1.0,0.9593,1.0,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
244738,2,FFF,0.75,0.9171,0.75,0.0,Content+Markov,FFF: matches your academic profile; commonly chosen next by students with similar outcomes.
244738,3,GGG,0.0357,1.0,0.0357,0.0,Content+Markov,GGG: matches your academic profile.
245494,1,CCC,1.0,0.0,1.0,0.0,Markov,CCC: commonly chosen next by students with similar outcomes.
245494,2,FFF,1.0,0.957,1.0,0.0,Content+Markov,FFF: matches your academic profile; commonly chosen next by students with similar outcomes.
245494,3,DDD,0.9444,0.0,0.9444,1.0,Markov+CF,DDD: commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
258042,1,EEE,1.0,0.9748,1.0,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
258042,2,CCC,0.4458,0.0,0.4458,0.3535,Markov+CF,CCC: commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
258042,3,FFF,0.4458,0.8984,0.4458,1.0,Content+Markov+CF,FFF: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
266558,1,EEE,1.0,0.9981,1.0,1.0,Content+Markov+CF,EEE: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
266558,2,FFF,0.2263,0.9419,0.2263,0.0,Content+Markov,FFF: matches your academic profile.
266558,3,GGG,0.0073,1.0,0.0073,0.4574,Content+Markov+CF,GGG: matches your academic profile; popular among students with similar study patterns.
266915,1,CCC,1.0,0.0,1.0,0.0,Markov,CCC: commonly chosen next by students with similar outcomes.
266915,2,FFF,1.0,0.9472,1.0,1.0,Content+Markov+CF,FFF: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
266915,3,DDD,0.9444,0.0,0.9444,0.0,Markov,DDD: commonly chosen next by students with similar outcomes.
271526,1,EEE,1.0,0.9952,1.0,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
271526,2,CCC,0.4458,0.0,0.4458,0.0,Markov,CCC: commonly chosen next by students with similar outcomes.
271526,3,FFF,0.4458,0.9397,0.4458,0.0,Content+Markov,FFF: matches your academic profile; commonly chosen next by students with similar outcomes.
277577,1,CCC,1.0,1.0,1.0,0.0,Content+Markov,CCC: matches your academic profile; commonly chosen next by students with similar outcomes.
277577,2,DDD,0.0266,0.9528,0.0266,0.0,Content+Markov,DDD: matches your academic profile.
277577,3,EEE,0.016,0.9901,0.016,0.0,Content+Markov,EEE: matches your academic profile.
279868,1,EEE,1.0,0.9896,1.0,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
279868,2,FFF,0.3386,0.9601,0.3386,0.0,Content+Markov,FFF: matches your academic profile; commonly chosen next by students with similar outcomes.
279868,3,GGG,0.0079,0.9995,0.0079,0.0,Content+Markov,GGG: matches your academic profile.
279883,1,FFF,1.0,1.0,1.0,0.0,Content+Markov,FFF: matches your academic profile; commonly chosen next by students with similar outcomes.
279883,2,CCC,0.1374,0.0,0.1374,1.0,Markov+CF,CCC: popular among students with similar study patterns.
279883,3,EEE,0.0224,0.994,0.0224,0.0,Content+Markov,EEE: matches your academic profile.
283618,1,EEE,1.0,0.9953,1.0,1.0,Content+Markov+CF,EEE: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
283618,2,CCC,0.4458,0.0,0.4458,0.3898,Markov+CF,CCC: commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
283618,3,FFF,0.4458,0.9323,0.4458,0.4014,Content+Markov+CF,FFF: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
285475,1,EEE,1.0,0.9794,1.0,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
285475,2,FFF,0.3386,0.9483,0.3386,0.9643,Content+Markov+CF,FFF: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
285475,3,CCC,0.0079,0.9337,0.0079,1.0,Content+Markov+CF,CCC: matches your academic profile; popular among students with similar study patterns.
290043,1,EEE,1.0,0.9668,1.0,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
290043,2,FFF,0.2263,0.9333,0.2263,0.1137,Content+Markov+CF,FFF: matches your academic profile.
290043,3,GGG,0.0073,1.0,0.0073,0.0,Content+Markov,GGG: matches your academic profile.
303165,1,DDD,1.0,0.0,1.0,1.0,Markov+CF,DDD: commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
303165,2,FFF,0.4286,0.9398,0.4286,0.1699,Content+Markov+CF,FFF: matches your academic profile; commonly chosen next by students with similar outcomes.
303165,3,CCC,0.1429,0.0,0.1429,0.0,Markov,CCC: recommended based on available signals.
305036,1,CCC,1.0,0.0,1.0,0.2761,Markov+CF,CCC: commonly chosen next by students with similar outcomes.
305036,2,FFF,1.0,0.9395,1.0,0.286,Content+Markov+CF,FFF: matches your academic profile; commonly chosen next by students with similar outcomes.
305036,3,DDD,0.9444,0.0,0.9444,0.0,Markov,DDD: commonly chosen next by students with similar outcomes.
305783,1,CCC,1.0,0.0,1.0,0.0,Markov,CCC: commonly chosen next by students with similar outcomes.
305783,2,FFF,1.0,0.9442,1.0,0.0,Content+Markov,FFF: matches your academic profile; commonly chosen next by students with similar outcomes.
305783,3,DDD,0.9444,0.0,0.9444,1.0,Markov+CF,DDD: commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
306150,1,CCC,1.0,0.0,1.0,0.3716,Markov+CF,CCC: commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
306150,2,FFF,1.0,0.9488,1.0,0.3716,Content+Markov+CF,FFF: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
306150,3,DDD,0.9444,0.0,0.9444,0.2824,Markov+CF,DDD: commonly chosen next by students with similar outcomes.
314956,1,EEE,1.0,0.9641,1.0,0.5785,Content+Markov+CF,EEE: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
314956,2,FFF,0.3386,0.923,0.3386,0.5517,Content+Markov+CF,FFF: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
314956,3,CCC,0.0079,0.8761,0.0079,1.0,Content+Markov+CF,CCC: matches your academic profile; popular among students with similar study patterns.
316061,1,FFF,1.0,0.0,1.0,0.0,Markov,FFF: commonly chosen next by students with similar outcomes.
316061,2,CCC,0.1374,0.0,0.1374,0.0,Markov,CCC: recommended based on available signals.
316061,3,DDD,0.0383,0.0,0.0383,0.0,Markov,DDD: recommended based on available signals.
316772,1,FFF,1.0,0.9085,1.0,0.0,Content+Markov,FFF: matches your academic profile; commonly chosen next by students with similar outcomes.
316772,2,CCC,0.1374,1.0,0.1374,1.0,Content+Markov+CF,CCC: matches your academic profile; popular among students with similar study patterns.
316772,3,EEE,0.0224,0.9125,0.0224,0.0,Content+Markov,EEE: matches your academic profile.
318574,1,EEE,1.0,0.9931,1.0,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
318574,2,CCC,0.4458,0.0,0.4458,0.0,Markov,CCC: commonly chosen next by students with similar outcomes.
318574,3,FFF,0.4458,1.0,0.4458,0.0,Content+Markov,FFF: matches your academic profile; commonly chosen next by students with similar outcomes.
329673,1,DDD,1.0,0.8878,1.0,0.514,Content+Markov+CF,DDD: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
329673,2,FFF,0.9556,0.9214,0.9556,0.6184,Content+Markov+CF,FFF: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
329673,3,CCC,0.0222,0.8746,0.0222,1.0,Content+Markov+CF,CCC: matches your academic profile; popular among students with similar study patterns.
332436,1,EEE,1.0,0.9608,1.0,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
332436,2,FFF,0.3386,0.9215,0.3386,1.0,Content+Markov+CF,FFF: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
332436,3,CCC,0.0079,0.8712,0.0079,0.0,Content+Markov,CCC: matches your academic profile.
334154,1,FFF,1.0,0.9253,1.0,0.0,Content+Markov,FFF: matches your academic profile; commonly chosen next by students with similar outcomes.
334154,2,DDD,0.8387,0.8961,0.8387,0.0,Content+Markov,DDD: matches your academic profile; commonly chosen next by students with similar outcomes.
334154,3,GGG,0.0323,1.0,0.0323,0.0,Content+Markov,GGG: matches your academic profile.
339353,1,CCC,1.0,0.0,1.0,0.0,Markov,CCC: commonly chosen next by students with similar outcomes.
339353,2,EEE,0.9423,0.0,0.9423,0.0,Markov,EEE: commonly chosen next by students with similar outcomes.
339353,3,FFF,0.1731,1.0,0.1731,0.0,Content+Markov,FFF: matches your academic profile.
341361,1,EEE,1.0,0.9805,1.0,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
341361,2,CCC,0.4458,0.0,0.4458,0.0,Markov,CCC: commonly chosen next by students with similar outcomes.
